Hs,Tp,Direction,damp_config,heave_std,heave_max,pitch_std,pitch_max,roll_std,roll_max
2.0,4.36,45,linhigh,0.125281694159027,-0.4175502392562719,-0.5208994746208191,-1.522941579946318,-0.9406955227272378,0.3143566259429258
2.0,4.36,90,linhigh,0.11063679352315264,0.03493856492092595,-0.5885102152824402,0.361856805481517,-0.9408517225191549,0.2895699053764244
2.0,4.36,135,linhigh,0.12162668008911733,0.1858135296774377,-0.492195188999176,0.9495516814353904,-0.9385838123794507,0.3079656439810824
2.0,4.36,180,linhigh,0.14408185259444065,1.867269531574278,-0.45000192523002625,7.307810497804282,-0.9418023121081016,0.3079934579786601
4.0,4.36,0,linhigh,0.18919410321991667,3.246536747757944,-0.30551788210868835,11.815871446972217,-0.9423774462099429,0.24584426721849478
4.0,4.36,45,linhigh,0.20692516251857987,-0.8382641015447259,-0.30757996439933777,-3.4164841016156506,-0.9466780030073391,0.2933733650952598
4.0,4.36,90,linhigh,0.17393515806845086,0.08473473834836542,-0.402896523475647,0.6880403867017044,-0.9498151978326065,0.2684527681693608
4.0,4.36,135,linhigh,0.20158627583630012,0.34865702890062233,-0.25345757603645325,1.6643471997765031,-0.94274820825292,0.32385978693115997
4.0,4.36,180,linhigh,0.24881677261671534,3.792043331219056,-0.16554121673107147,14.876093150837665,-0.9529067650329736,0.3774766887404342
2.0,6.540000000000001,0,linhigh,0.319113020392748,1.9500190201295782,0.011348564177751541,7.25787755173116,-0.9328379993264443,0.29538820228067453
2.0,6.540000000000001,45,linhigh,0.3526228376083235,-0.8255851235970957,0.2275308519601822,-2.922506037820111,-0.9343192344709345,0.30353000848127065
2.0,6.540000000000001,90,linhigh,0.33263676867145336,-0.049943559405752236,0.12592361867427826,-0.6877932192311143,-0.9348132763072456,0.2868002097722597
2.0,6.540000000000001,135,linhigh,0.3446354359902523,-0.0960345634141958,0.2131010890007019,0.2924281460117486,-0.9335926820775513,0.2983445877223882
2.0,6.540000000000001,180,linhigh,0.37249995630074645,2.8781098448053717,0.31244972348213196,12.788950053042633,-0.9347882401129332,0.3303179119243839
4.0,6.540000000000001,0,linhigh,0.4964657678911953,3.4780755605058395,0.5504664778709412,12.366364621822427,-0.8943274213220747,0.11999382078510078
4.0,6.540000000000001,45,linhigh,0.5559569305500787,-1.5671485247180779,0.9118733406066895,-6.499124778300356,-0.8934371571221646,0.04016968260496408
4.0,6.540000000000001,90,linhigh,0.5242578495082053,-0.6635465681362178,0.7218100428581238,-5.193000509923509,-0.9118904421228456,0.12361070825232628
4.0,6.540000000000001,135,linhigh,0.5516872302365725,-0.09513593622547023,0.8246150612831116,0.19799950007585387,-0.9162269075309172,0.2777266892357846
4.0,6.540000000000001,180,linhigh,0.5844946778928861,5.835800455043549,0.8622784614562988,23.507582229745328,-0.9292677222891583,0.5571125848251254
